Tag_Full,roll_1h_mean_p0005,roll_1h_mean_p0010,roll_1h_mean_p0025,roll_1h_mean_p0050,roll_1h_mean_p0100,roll_1h_mean_p0250,roll_1h_mean_p0500,roll_1h_mean_p0750,roll_1h_mean_p0900,roll_1h_mean_p0950,roll_1h_mean_p0975,roll_1h_mean_p0990,roll_1h_mean_p0995,roll_1h_badfrac_p0005,roll_1h_badfrac_p0010,roll_1h_badfrac_p0025,roll_1h_badfrac_p0050,roll_1h_badfrac_p0100,roll_1h_badfrac_p0250,roll_1h_badfrac_p0500,roll_1h_badfrac_p0750,roll_1h_badfrac_p0900,roll_1h_badfrac_p0950,roll_1h_badfrac_p0975,roll_1h_badfrac_p0990,roll_1h_badfrac_p0995,roll_3h_mean_p0005,roll_3h_mean_p0010,roll_3h_mean_p0025,roll_3h_mean_p0050,roll_3h_mean_p0100,roll_3h_mean_p0250,roll_3h_mean_p0500,roll_3h_mean_p0750,roll_3h_mean_p0900,roll_3h_mean_p0950,roll_3h_mean_p0975,roll_3h_mean_p0990,roll_3h_mean_p0995,roll_3h_badfrac_p0005,roll_3h_badfrac_p0010,roll_3h_badfrac_p0025,roll_3h_badfrac_p0050,roll_3h_badfrac_p0100,roll_3h_badfrac_p0250,roll_3h_badfrac_p0500,roll_3h_badfrac_p0750,roll_3h_badfrac_p0900,roll_3h_badfrac_p0950,roll_3h_badfrac_p0975,roll_3h_badfrac_p0990,roll_3h_badfrac_p0995,roll_6h_mean_p0005,roll_6h_mean_p0010,roll_6h_mean_p0025,roll_6h_mean_p0050,roll_6h_mean_p0100,roll_6h_mean_p0250,roll_6h_mean_p0500,roll_6h_mean_p0750,roll_6h_mean_p0900,roll_6h_mean_p0950,roll_6h_mean_p0975,roll_6h_mean_p0990,roll_6h_mean_p0995,roll_6h_badfrac_p0005,roll_6h_badfrac_p0010,roll_6h_badfrac_p0025,roll_6h_badfrac_p0050,roll_6h_badfrac_p0100,roll_6h_badfrac_p0250,roll_6h_badfrac_p0500,roll_6h_badfrac_p0750,roll_6h_badfrac_p0900,roll_6h_badfrac_p0950,roll_6h_badfrac_p0975,roll_6h_badfrac_p0990,roll_6h_badfrac_p0995,roll_12h_mean_p0005,roll_12h_mean_p0010,roll_12h_mean_p0025,roll_12h_mean_p0050,roll_12h_mean_p0100,roll_12h_mean_p0250,roll_12h_mean_p0500,roll_12h_mean_p0750,roll_12h_mean_p0900,roll_12h_mean_p0950,roll_12h_mean_p0975,roll_12h_mean_p0990,roll_12h_mean_p0995,roll_12h_badfrac_p0005,roll_12h_badfrac_p0010,roll_12h_badfrac_p0025,roll_12h_badfrac_p0050,roll_12h_badfrac_p0100,roll_12h_badfrac_p0250,roll_12h_badfrac_p0500,roll_12h_badfrac_p0750,roll_12h_badfrac_p0900,roll_12h_badfrac_p0950,roll_12h_badfrac_p0975,roll_12h_badfrac_p0990,roll_12h_badfrac_p0995,roll_24h_mean_p0005,roll_24h_mean_p0010,roll_24h_mean_p0025,roll_24h_mean_p0050,roll_24h_mean_p0100,roll_24h_mean_p0250,roll_24h_mean_p0500,roll_24h_mean_p0750,roll_24h_mean_p0900,roll_24h_mean_p0950,roll_24h_mean_p0975,roll_24h_mean_p0990,roll_24h_mean_p0995,roll_24h_badfrac_p0005,roll_24h_badfrac_p0010,roll_24h_badfrac_p0025,roll_24h_badfrac_p0050,roll_24h_badfrac_p0100,roll_24h_badfrac_p0250,roll_24h_badfrac_p0500,roll_24h_badfrac_p0750,roll_24h_badfrac_p0900,roll_24h_badfrac_p0950,roll_24h_badfrac_p0975,roll_24h_badfrac_p0990,roll_24h_badfrac_p0995,roll_48h_mean_p0005,roll_48h_mean_p0010,roll_48h_mean_p0025,roll_48h_mean_p0050,roll_48h_mean_p0100,roll_48h_mean_p0250,roll_48h_mean_p0500,roll_48h_mean_p0750,roll_48h_mean_p0900,roll_48h_mean_p0950,roll_48h_mean_p0975,roll_48h_mean_p0990,roll_48h_mean_p0995,roll_48h_badfrac_p0005,roll_48h_badfrac_p0010,roll_48h_badfrac_p0025,roll_48h_badfrac_p0050,roll_48h_badfrac_p0100,roll_48h_badfrac_p0250,roll_48h_badfrac_p0500,roll_48h_badfrac_p0750,roll_48h_badfrac_p0900,roll_48h_badfrac_p0950,roll_48h_badfrac_p0975,roll_48h_badfrac_p0990,roll_48h_badfrac_p0995,roll_1w_mean_p0005,roll_1w_mean_p0010,roll_1w_mean_p0025,roll_1w_mean_p0050,roll_1w_mean_p0100,roll_1w_mean_p0250,roll_1w_mean_p0500,roll_1w_mean_p0750,roll_1w_mean_p0900,roll_1w_mean_p0950,roll_1w_mean_p0975,roll_1w_mean_p0990,roll_1w_mean_p0995,roll_1w_badfrac_p0005,roll_1w_badfrac_p0010,roll_1w_badfrac_p0025,roll_1w_badfrac_p0050,roll_1w_badfrac_p0100,roll_1w_badfrac_p0250,roll_1w_badfrac_p0500,roll_1w_badfrac_p0750,roll_1w_badfrac_p0900,roll_1w_badfrac_p0950,roll_1w_badfrac_p0975,roll_1w_badfrac_p0990,roll_1w_badfrac_p0995,roll_2w_mean_p0005,roll_2w_mean_p0010,roll_2w_mean_p0025,roll_2w_mean_p0050,roll_2w_mean_p0100,roll_2w_mean_p0250,roll_2w_mean_p0500,roll_2w_mean_p0750,roll_2w_mean_p0900,roll_2w_mean_p0950,roll_2w_mean_p0975,roll_2w_mean_p0990,roll_2w_mean_p0995,roll_2w_badfrac_p0005,roll_2w_badfrac_p0010,roll_2w_badfrac_p0025,roll_2w_badfrac_p0050,roll_2w_badfrac_p0100,roll_2w_badfrac_p0250,roll_2w_badfrac_p0500,roll_2w_badfrac_p0750,roll_2w_badfrac_p0900,roll_2w_badfrac_p0950,roll_2w_badfrac_p0975,roll_2w_badfrac_p0990,roll_2w_badfrac_p0995,roll_1m_mean_p0005,roll_1m_mean_p0010,roll_1m_mean_p0025,roll_1m_mean_p0050,roll_1m_mean_p0100,roll_1m_mean_p0250,roll_1m_mean_p0500,roll_1m_mean_p0750,roll_1m_mean_p0900,roll_1m_mean_p0950,roll_1m_mean_p0975,roll_1m_mean_p0990,roll_1m_mean_p0995,roll_1m_badfrac_p0005,roll_1m_badfrac_p0010,roll_1m_badfrac_p0025,roll_1m_badfrac_p0050,roll_1m_badfrac_p0100,roll_1m_badfrac_p0250,roll_1m_badfrac_p0500,roll_1m_badfrac_p0750,roll_1m_badfrac_p0900,roll_1m_badfrac_p0950,roll_1m_badfrac_p0975,roll_1m_badfrac_p0990,roll_1m_badfrac_p0995,n_points,val_min,val_max,val_mean,val_stddev,raw_p0005,raw_p0010,raw_p0025,raw_p0050,raw_p0100,raw_p0250,raw_p0500,raw_p0750,raw_p0900,raw_p0950,raw_p0975,raw_p0990,raw_p0995
col_157,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CH-DRYER_D:UT84130A.PNT,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
CH-SYRUP_LOAD:SOV16508.STAIND,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
CH-SYRUPLD_CP40:TT16314.PNT,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
CH-DR_WASTE_WTR:LT41310.MEAS,0.03174139516666667,0.046875,0.24535200499999998,5.721561352333334,12.402730303333334,27.016998609999998,44.673032125,62.548810960000004,75.57423400666666,80.28454081166666,82.66257858166666,84.46667862,97.034445445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.033203125,0.05859375,0.43421279399999996,7.114816188722222,14.303544627222221,29.166692202777774,45.819033967500005,59.54007932833334,73.20636452555556,78.44008933111111,81.36603164666667,83.82082155,96.96131981777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03559837077777777,0.05859375,0.6617313064722222,8.62068098113889,16.138012382777777,31.275247467777774,45.949772199722226,57.61943636888889,70.32807413666666,76.23095427638889,79.8877122672222,82.91428184472223,97.06515460611111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04296875,0.05859375,1.3044766688333331,10.995442694862067,19.463119427166667,34.03333458182259,46.38822104881947,54.83005618408334,66.06835036791671,72.47861237013886,77.09300263708332,81.32445589666662,96.2251317202817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,1.0,1.0,1.0,1.0,0.05651098263768117,0.07442640409027779,2.7983641306078417,15.11422495421212,23.61759136788889,37.29287350160417,46.46126434554165,51.583416817701384,61.061707238333334,67.3130720505278,72.385284008913,80.83045578000001,93.93445604930233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736111111111111,1.0,1.0,1.0,1.0,0.05832122093023256,0.12908600384745766,6.539794813892364,20.284340754822907,28.485480602513917,39.419075233229165,46.482996786145826,49.67827965148263,56.03769351694446,60.84098263781945,65.44397781958337,75.99454590702634,90.79471828119499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.8402777777777778,1.0,1.0,1.0,0.6026470514089068,5.436455088981962,20.80351431124692,29.26574210210918,35.05174906957915,41.205281063746,45.65278028243855,48.50715137586703,50.24231095815979,52.3943365273422,54.55358036734653,60.92189723428571,68.44644885056805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.36507936507936506,0.5436507936507936,0.6507936507936508,0.9573412698412699,1.0,18.382989782027774,23.485176599478407,29.57003475002493,33.65444227650202,37.55304548041462,41.71672461629659,44.99099734185631,48.08910959380003,49.08434038834335,50.142418159558666,51.6939921920268,57.0420998163324,58.54085886754327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10515873015873016,0.29910714285714285,0.41418650793650796,0.5476190476190477,0.7197420634920635,0.7346230158730159,34.14639043460938,35.51441852325382,36.52001761472414,38.012467067590386,39.78241781966155,41.6263650255311,44.477674520290634,47.79230919505112,48.53217603324218,49.29767852470315,50.54118804167997,51.64640030632123,52.354552045195355,0.0,0.0,0.0,0.0,0.0,0.0,0.013425925925925926,0.14814814814814814,0.2300925925925926,0.34282407407407406,0.3476851851851852,0.355787037037037,0.355787037037037,127760,-0.013671875,101.8260345,43.88377216935229,24.926123608326524,0.032050144,0.046875,0.09375,3.426135778,9.520677567,23.64828491,43.80642319,64.42327881,78.11077118,82.06723785,83.91486359,88.25824738,97.5973053
CH-DRYER_A:SY18143B.OUT,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,79.95185195083333,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,79.90509255722222,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,79.88750007423612,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,78.72083332802083,79.98402778309028,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,63.47814153490079,75.66881613503968,79.97337962711309,79.99543650945436,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,66.7390707674504,75.64484126984127,79.19507275309027,79.99404761904762,79.99980158654266,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.75925925925926,64.18981481481481,68.48148148148148,75.63888888888889,78.2949459870648,79.98698933919214,79.99729938153703,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146376,10.0,80.0,78.20858696013029,6.142471868612172,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
CH-DR_UTIL_WTR:TT35454.MEAS,4.941515843166666,5.375251372666667,6.380854527166666,7.59633104,9.5113712945,15.398932933333334,22.604438781666662,28.617868740000002,33.71832911166667,36.08467292666666,37.767454783333335,39.53664271,40.33897654333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052449252833333,5.494601885388888,6.537051227333333,7.686136748999999,9.568028767999998,15.438837951666663,22.620586395555556,28.57257037722222,33.6334415011111,35.95444975777778,37.62348514,39.411625754999996,40.176265928333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2160033384722215,5.720378690166668,6.806800895277777,7.929453743861113,9.754431989333336,15.573645406388884,22.66652382722223,28.44042094583334,33.422891140000004,35.635754054999985,37.335689862500004,39.090359158055556,39.92276159944445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615665402680555,6.128806836027777,7.231953269888889,8.503864665777778,10.167940557041668,16.000694778333333,22.787613630000003,28.07594039666667,32.641904645000004,34.90150154958333,36.63003269777777,38.65298128125,39.649758021111104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.051535132868053,6.764812608541668,8.093093315729167,9.15759322727778,10.879467811666666,16.406822018958323,22.87834966187499,27.71503835916666,31.632599731527787,33.99505458930557,35.917717853888895,37.935107787569436,39.19243137062501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9228186606875,7.760559502572919,8.76025468934375,9.879486085194452,11.7890982031875,16.59447146105903,22.806890928239582,27.349639223888865,30.990753630902773,33.156353470590275,35.130270772743046,37.2258365948611,38.11717089010416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.794061695741064,10.295080283382937,10.997568164132938,12.117410156769838,13.700399373203384,17.194067150799597,22.809967727380915,26.71209042799607,29.536432678799606,31.07704706788693,32.62540573370043,35.11784135746037,36.65032922850194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.109277815170024,11.540939702749036,12.002088897473236,13.071502769663672,14.380649371529246,17.25902682213147,23.114451315217718,26.545075991939466,28.13232098971725,29.56784511483627,30.567414073447424,32.61542053250498,34.25891473657984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.849502431430999,13.175125823302304,13.72943162255158,13.988267903309682,14.89415333485461,17.86893418578126,23.066781186887265,26.10435613352913,27.608316875737312,28.592532051228744,29.259967228766186,30.000294742247753,30.421034530526452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146376,1.486287236,44.05778885,21.29676664637569,8.745268708860163,4.455217361,5.051352978,6.025063992,7.318959713,9.170919418,14.27263165,21.59434509,27.69481468,33.23978424,35.69521332,37.47365952,39.27705002,40.18278122
CH-DR_DECANT701:ST17703A.MEAS,0.0,0.0,0.0,0.0,0.0,57.0,3005.0,3161.0,3182.0,3192.0,3209.0,3209.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2989.0,3161.0,3182.0,3192.0,3209.0,3209.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2989.0,3160.0,3179.0,3192.0,3209.0,3209.0,3214.444166388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.69777780111116,2988.0,3160.0,3179.0,3192.0,3209.0,3209.0,3214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.6744452569445,2961.0,3157.0,3178.0,3186.0,3208.0,3209.0,3214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.8212721076388,2935.755761881945,3148.9618750694444,3177.0,3186.0,3205.0,3209.0,3214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.6938491847222,2873.0,3127.8326605614384,3162.0,3173.7450595436503,3184.0813690674604,3201.099603198214,3204.3522089394846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.425297570436508,1739.879623931513,2864.719687022818,3112.034027814747,3151.7519940575394,3161.0,3170.755788701211,3181.8368154861114,3185.682539803473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1719.6092179748518,2725.2382272877385,3050.5511904149175,3133.111900641629,3142.648797437037,3149.8738425925926,3160.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146259,0.0,3218.0,2047.9939980167949,1438.053827091925,0.0,0.0,0.0,0.0,0.0,26.0,2941.0,3157.0,3178.0,3186.0,3208.0,3209.0,3214.0
CH-DR_UTIL_WTR:PT35405.MEAS,211.65733338333328,217.82811990000002,226.4557546,233.65311176666668,240.9915797,251.37910714999998,262.6894455,278.9552612333334,345.45706685,413.23711649999996,452.9090525166667,485.6288197666667,500.72870888333324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.50120544444448,220.92534807222225,229.00739544444448,236.15661281666664,243.31089867777777,252.54689533888893,262.1688690333333,278.3057963,344.8157569,407.9828270833334,449.4004126722222,478.7163526777779,497.47758145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.85721757499994,223.69989099166665,231.4055798888889,237.8376723361111,244.5921558888889,253.289237975,262.24017546111105,277.63459354444444,344.4098112277777,401.62968445,442.4746161555556,470.93179490833336,489.01119911388884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.21954430277788,229.10605536944448,234.4243494624999,239.7126361027778,245.6765825402778,253.92958576805566,262.5724839083334,278.5759688527776,342.5563451986111,390.7221221916668,431.13515175555557,455.41953404861135,470.8238165166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.46884568402785,233.71707915833315,238.31049802777767,241.23223940833356,246.20001602013883,254.45149400138885,262.8137720944445,282.3056988173611,340.51685598055565,378.54556867638905,409.19775008819437,437.34877988819426,451.0195755423609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.5518811027779,235.59324577083336,239.59653960451385,242.14286438437532,246.77706803263885,254.95120981111106,263.33808533819445,287.18768257604137,340.7629190010416,368.73020627708337,392.3135083506947,421.5333520034724,437.07137033472213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.73679192807546,238.60405999007963,241.39205805218253,245.12122791547637,248.88887040744052,257.06517349781745,264.19828504087303,288.36970341498017,331.09624260198365,352.8854939288689,379.895878791071,398.62505279999954,404.8317983110116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.76995966121015,240.735203447222,243.19011401517886,246.1211405171135,252.53969312182525,258.7069333012898,265.8488124447917,288.65016332495065,329.07697713885483,348.9915291547609,368.14871693472116,387.7028425454862,398.97331717648746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5566352697916,246.98633588201446,249.10593756525395,251.44311921467641,256.06337241027734,260.4311179381723,267.0217277462039,284.78372930576353,329.91526882167267,351.1915478431493,357.1294836964124,362.98159962055587,368.48621909185175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146190,-8.614397049,678.6189575,277.9526349581124,53.218005473256696,204.1517639,213.5892334,223.855072,231.5203552,239.5048523,251.5712738,264.5507813,282.1651306,335.9551086,405.1922302,450.3556519,485.1289673,502.417572
